name,url,phone,email,website,region,status,whatsapp,mobile
"Hotel Tryp San José Sabana","https://es.visitcostarica.com/planning-your-trip/hotels/tryp-san-jose-sabana-hotel","(506) 2547-2323","info@trypsabana.com","https://tryphotels.com","Merced Lado Norte del Centro Colón 10102 San José","ok","","80040798"
"Albergue Trogon","https://es.visitcostarica.com/planning-your-trip/hotels/trogon-lodge","(506) 2293-8181","info@grupomawamba.com","https://trogonlodge.com","Santa María San Gerardo de Dota 11701 Dota","ok","",""
"Toruma Albergue Juvenil","https://es.visitcostarica.com/planning-your-trip/hotels/toruma-albergue-juvenil","(506) 2234-8186","recajhi@racsa.co.cr","","Carmen AVENIDA CENTRAL, CALLES 29-31 10101 San José","ok","",""
"Suria Hotel de Montaña","https://es.visitcostarica.com/planning-your-trip/hotels/suria-hotel-de-montana","(506) 2740-1004","reservas@hotelsuria.com","https://hotelsuria.com/","Santa María Diagonal a la Torre de Comunicacines de San Gerardo de Dota 11701 Dota","ok","50688132097","62740100"
"Bed & Breakfast Siempreverde, Plantación de café","https://es.visitcostarica.com/planning-your-trip/hotels/siempreverde-bed-breakfast-coffee-plantation","(506) 2449-5562","info@siempreverdebandb.com","","San Isidro 10 km norte de la Corte Suprema de Justicia de Alajuela y 2 kms oeste del colegio de San Isidro 20106 Alajuela","ok","",""
"Wyndham San José Herradura","https://es.visitcostarica.com/planning-your-trip/hotels/wyndham-san-jose-herradura","(506) 2209-9800","gventas@wyndhamherradura.com","https://wyndhamherradura.com","Asunción 5 km al Sur del Aeropuerto Internacional 40703 Belén","ok","","62209980"
"Wyndham Garden","https://es.visitcostarica.com/planning-your-trip/hotels/wyndham-garden","(506) 4031-9999","reservaciones@wyndhamcr.com","https://wyndhamcr.com","Escazú 200 este Peaje de Escazú 10201 Escazú","ok","",""
"Hotel Villas Las Palmas","https://es.visitcostarica.com/planning-your-trip/hotels/villas-las-palmas-hotel","(506) 2428-2525","hotelvillalaspalmasorotina@gmail.com","","Del Banco Popular 150 metros Norte y 25 este 20901 Orotina","ok","",""
"Hotel Villas Fantasías del Pacífico","https://es.visitcostarica.com/planning-your-trip/hotels/villas-fantasias-del-pacifico-hotel","(506) 2428-2262","hotel.fantasia@hotmail.com","","Orotina 4 esquinas de Orotina 2 kms oeste 20901 Orotina","ok","",""
"Hotel Villa Tournón","https://es.visitcostarica.com/planning-your-trip/hotels/villa-tournon-hotel","(506) 2233-6622","hvillas@racsa.co.cr","https://hotelvillatournon.com","San Francisco 150 MTS. ESTE DEL PERIODICO LA REPUBLICA 10802 Goicoechea","ok","",""
"Albergue Suntrails","https://es.visitcostarica.com/planning-your-trip/hotels/suntrails-lodge","(+506) 2642-0808","info@suntrailslodge.com","","Del Hotel Amor de Mar 300 metros oeste Montezuma Cóbano","ok","",""
"San Isidro Cabinas","https://es.visitcostarica.com/planning-your-trip/hotels/san-isidro-cabinas","(506) 2663-2170","csisidro@gmail.com","","Puntarenas CHACARITA, PUNTARENAS 60101 Puntarenas","ok","",""
"Encanta La Vida","https://es.visitcostarica.com/planning-your-trip/hotels/encanta-la-vida","+506 8376-3209","info@encantalavida.com","https://encantalavida.com","20 kilómetros al sur de Puerto Jiménez Matapalo","ok","50683763209",""
"Hotel El Gran Impala","https://es.visitcostarica.com/planning-your-trip/hotels/el-gran-impala-hotel","(506) 2783-1911","hotelgranimpala@gmail.com","","Corredor 300 m al Oeste del Cementerio de Ciudad Neilly, Puntarenas 61001 Corredores","ok","",""
"Hotel Copa de Arbol","https://es.visitcostarica.com/planning-your-trip/hotels/copa-de-arbol-hotel","(506) 8935-1212","info@copadearbol.com","https://copadearbol.com","Playa Caletas, 2 kilometros al oeste del Ebais Bahía Drake","ok","",""
"Casa Roland Golfito Resort","https://es.visitcostarica.com/planning-your-trip/hotels/casa-roland-golfito-resort","(506) 2775-0180","reservations@casarolandgolfito.com","","Golfito Del Hospital 300 sur y 100 al oeste 60701 Golfito","ok","",""
"Lapazul Boutique Hotel","https://es.visitcostarica.com/planning-your-trip/hotels/lapazul-boutique-hotel","(506) 8584-81-81","info@lapazul.com","https://lapazul.com","Hatillo, Piedra Amarilla, 1km norte de Hacienda Hatillo Savegre","ok","",""
"La Riviera","https://es.visitcostarica.com/planning-your-trip/hotels/la-riviera","+506 2784-0305","larivierahotelsabalito@gmail.com","","Al frente de la Agencia del Banco de Costa Rica Sabalito Coto Brus","ok","",""
"Albergue La Paloma","https://es.visitcostarica.com/planning-your-trip/hotels/la-paloma-albergue","(506) 2775-1684","info@lapaloma.com","https://lapalomalodge.com","Sierpe Bahía Drake, Embarcadero Río Sierpe, Punta Agujitas 60503 Osa","ok","",""
"Hotel San Bosco","https://es.visitcostarica.com/planning-your-trip/hotels/san-bosco-hotel","(506) 2479-9050","info@hotelsanbosco.com","https://hotelsanbosco.com","La Fortuna De la esquina noroeste del Banco Nacional, 100 mts al norte. La fortuna, San Carlos 21007 San Carlos","ok","50624799050","62479905"
"RyA del Volcán","https://es.visitcostarica.com/planning-your-trip/hotels/rya-del-volcan","8350-5305","ryadelvolcan@gmail.com","","Barrio Sinaí, 250 metros La Fortuna San Carlos","ok","",""
"Cabinas San Miguel Arcángel","https://es.visitcostarica.com/planning-your-trip/hotels/cabinas-san-miguel-arcangel","4030-5197","cabinassanmiguelpuntarenas@gmail.com","","25 metros norte y 75 metros este de la Terminal de Buses de Empresarios Unidos Puntarenas","ok","",""
"Albergue Bosque Nuboso","https://es.visitcostarica.com/planning-your-trip/hotels/bosque-nuboso-albergue","(506) 2645-5058","info@cloudforestlodge.com","https://cloudforestlodge.com","Monteverde Santa Elena Monteverde 60109 Puntarenas","ok","","80096311"
"Pensión Santa Elena","https://es.visitcostarica.com/planning-your-trip/hotels/pension-santa-elena","(+506) 2645-5051","hola@pensionsantaelena.com","","Contiguo al BNCR en Monteverde Monteverde","ok","",""
"Villas Palmas del Mar","https://es.visitcostarica.com/planning-your-trip/hotels/villas-palmas-del-mar","+506 2663-0150","villaspalmas@hotmail.com","","500 metros oeste del hospital Monseñor Sanabria El Roble","ok","",""
"Hotel The Gardens","https://es.visitcostarica.com/planning-your-trip/hotels/gardens-hotel","(+506) 2682-4000","hello@nosaragardens.com","https://nosaragardens.com","300 mts norte de Café de París Nosara Nicoya","ok","",""
"Hotel Balmoral","https://es.visitcostarica.com/planning-your-trip/hotels/balmoral-hotel","(506) 2222-5022","reservas@balmoral.co.cr","https://balmoral.co.cr","Carmen Avenida Central, Calles 7 y 9 10101 San José","ok","50661708755","62222502"
"Hotel Ave del Paraíso","https://es.visitcostarica.com/planning-your-trip/hotels/ave-del-paraiso-hotel","(506) 2225-8515","info@hotelavedelparaiso.com","https://hotelavedelparaiso.com","San Pedro de la Fuente de la Hispanidad 350m al norte 11501 Montes de Oca","ok","50660448515",""
"Hotel Alta","https://es.visitcostarica.com/planning-your-trip/hotels/alta-hotel","(506) 2282-8882","reservations@thealtahotel.com","https://thealtahotel.com","San Antonio ESCAZU, GUACHIPELIN, 2 KM. OESTE DEL BANCO SAN JOSE 10202 Escazú","ok","","62282888"
"Hotel Casa Tago","https://es.visitcostarica.com/planning-your-trip/hotels/casa-tago-hotel","(506) 2431-3121","reservas@hotelcasatago.com","","Alajuela Del antiguo Seguro Social, 75 mts al este 20101 Alajuela","ok","",""
"Casa de Lis","https://es.visitcostarica.com/planning-your-trip/hotels/casa-de-lis","50 625 564 933","info@hostelcasadelis.com","https://casalishotel.com","Avenida 0, contiguo al ICE Turrialba","ok","",""
"Hotel Boutique Luz de Luna Dat Tebej","https://es.visitcostarica.com/planning-your-trip/hotels/boutique-luz-de-luna-dat-tebej-hotel","(506) 2225-4919","reservaciones@luzdelunahotelboutique.com","https://luzdelunahotelboutique.com","Carmen Frente a Intensa, en Barrio Escalante 10101 San José","ok","",""
"Hotel y Termas de Chachagua","https://es.visitcostarica.com/planning-your-trip/hotels/bosques-de-chachagua-hotel","+506 4000-2026","reservations@chachaguarainforest.com","https://chachaguarainforesthotel.com/","Alajuela, San Ramón, Peñas Blancas, 2.5 km suroeste del Salón Comunal San Rafael","ok","","88890851"
"Best Western Paradise Inn","https://es.visitcostarica.com/planning-your-trip/hotels/best-western-paradise-inn","(506) 2252-3530","bwp@bwparadise.com","","San Antonio - 10202 Escazú","ok","",""
"Apartotel Cristina","https://es.visitcostarica.com/planning-your-trip/hotels/cristina-apartotel","(506) 2220-0453","info@cristina.co.cr","https://apartotelcristina.com","Pavas 300 Norte del ICE en Sabana Norte. 10109 San José","ok","",""
"Villa El Tucán","https://es.visitcostarica.com/villa-el-tucan","+506 8366-9888","villaeltucan@gmail.com","https://villaeltucan.com/","Alajuela, Upala, Bijagua, 1200 metros al oeste camino cataratas Barrio Altamira","ok","","83669888"
"Villas Manzanillo Caribbean Resort","https://es.visitcostarica.com/villas-manzanillo-caribbean-resort","+506 2759-9126","info@manzanilloresort.cr","https://manzanilloresort.cr/es/","Limón, Talamanca, Cahuita, Manzanillo, de las oficinas de MINAE 800 m norte y 500 m oeste.","ok","",""
"Hotel Ilan Ilan","https://es.visitcostarica.com/planning-your-trip/hotels/ilan-ilan-hotel","(506) 2709-8174","info@ilan-ilanlodge.com","https://ilan-ilanlodge.com","Colorado Barra Tortuguero, Pococi 70206 Pococí","ok","",""
"Ecolirios Boutique Hotel y Spa","https://es.visitcostarica.com/planning-your-trip/hotels/ecolirios-boutique-lodge-and-spa","(+506) 8721 2228","reservaciones@ecolirios.com","https://ecolirios.com","11 kms al sur del puente sobre el Río Guácimo, Guácimo, Limon","ok","",""
"Colina Secreta Glamping y Villas","https://es.visitcostarica.com/planning-your-trip/hotels/colina-secreta-glamping-and-villas","+506 8350-9066","info@colinasecreta.com","https://www.colinasecreta.com/","Calle Margarita, 1.6 kilómetros al sur y 200 metros al este, casa blanca al fondo Cocles Cahuita","ok","",""
"Albergue Bribri","https://es.visitcostarica.com/planning-your-trip/hotels/bribri-lodge","(506) 8314 4052","bribrilodge@gmail.com","","50 metros Sur Entrada Principal Coroma, Amubri Telire Talamanca","ok","",""
"Casa bendita","https://es.visitcostarica.com/planning-your-trip/hotels/blessed-house","2750-0051","floribel15@gmail.com","https://blessedhousepv.com","100 metros oeste de la Cámara de Turismo de Puerto Viejo. Cahuita Talamanca","ok","",""
"Hotel Banana Azul","https://es.visitcostarica.com/planning-your-trip/hotels/banana-azul-hotel","+ 506 2750-2035","info@bananaazul.com","https://bananaazul.com","Playa Negra de Puerto Viejo, 150 metros noroeste del Hotel Perla Negra. Puerto Viejo","ok","","62750203"
"Hostal Aracari Garden","https://es.visitcostarica.com/planning-your-trip/hotels/aracari-garden-hostal","+506 2767-2246","contact@aracarigarden.com","https://aracarigarden.com","costado sur de la plaza de deportes Tortuguero","ok","",""
"Hotel Park (Caribe)","https://es.visitcostarica.com/planning-your-trip/hotels/park-caribe-hotel","(506) 2798-0555","parkhotellimon@ice.co.cr","","Limón 4364 Avenida 3, entre calles 1 y 3. Frente al Club Miramar en Limón 70101 Limón","ok","",""
"Hotel Pacuare","https://es.visitcostarica.com/planning-your-trip/hotels/pacuare-hotel","2768-8111","info@hotelpacuare.com","https://hotelpacuare.com","600 metros este de la entrada principal Siquirres","ok","","62768811"
"Villas del Caribe","https://es.visitcostarica.com/planning-your-trip/hotels/villas-del-caribe","(506) 2750-0202","info@villasdelcaribe.com","https://villasdelcaribe.com","Sixaola De Puerto Viejo de Limon 5 km al sur. Playa Chiquita 70402 Talamanca","ok","","62750020"
"Best Western Camino a Tamarindo","https://es.visitcostarica.com/planning-your-trip/hotels/best-western-camino-tamarindo","(506) 2653-6818","info@seisplayashotel.com","https://seisplayashotel.com","Tamarindo 3 kilómetros del cruce de Huacas, camino hacia playa Tamarindo 50309 Santa Cruz","ok","",""
"Azura Sámara Beach Resort","https://es.visitcostarica.com/planning-your-trip/hotels/azura-samara-beach-resort","2503-1900","reserve@azuraresorts.com","https://azuraresorts.com","Playa Sámara. Dos kilómetros carretera a Puerto Carrillo Nicoya","ok","50689098111","83326858"
"Hotel Gilded Iguana","https://es.visitcostarica.com/planning-your-trip/hotels/gilded-iguana-hotel","(+506) 2215-6949","reservations@thegildediguana.com","https://thegildediguana.com","Playa Guiones, 150 metros sur del Super Las Delicias del Mundo Nosara Nicoya","ok","","62215694"
"Hotel El Sitio","https://es.visitcostarica.com/planning-your-trip/hotels/el-sitio-hotel","(506) 2666-1211","info@hotelelsitio.com","https://hotelelsitio.com","Liberia 300 oeste entrada principal de Liberia 50101 Liberia","ok","",""
"Hotel La Guaria","https://es.visitcostarica.com/planning-your-trip/hotels/la-guaria-hotel","(506) 2666-0000","hlaguaria@hotmail.com","","Liberia Liberia, 225 mts. Este de la Iglesia Catolica 50101 Liberia","ok","",""
"Hotel Boutique Jardín del Edén","https://es.visitcostarica.com/planning-your-trip/hotels/jardin-del-eden-boutique-hotel","(506) 2653-0137","reservations@jardindeleden.com","https://jardindeleden.com","Tamarindo Playa Tamarindo 50309 Santa Cruz","ok","",""
"Hacienda Río Oro","https://es.visitcostarica.com/hacienda-rio-oro","+506 8382-5423","operacioneshaciendariooro@gmail.com","","Agua Buena de Puerto Jiménez, 10 km al sur del Aeródromo de Carate sobre la ruta 245 Puerto Jiménez, Carate.","ok","",""
"Rancho La Anita Rainforest","https://es.visitcostarica.com/la-anita-rainforest-ranch","+506 8388-1775","info@laanitarainforestranch.com","https://laanitarainforest.com","Upala, Aguas Claras. 500 metros este de la Iglesia Católica de Colonia Libertad.","ok","",""
"Hotel El Conquistador","https://es.visitcostarica.com/planning-your-trip/hotels/el-conquistador-hotel","+ 506 2460-0546","hconquistador@ice.co.cr","","600 metros sur del parque de Ciudad Quesada 21001 San Carlos","ok","",""
"Hotel La Fortuna","https://es.visitcostarica.com/planning-your-trip/hotels/la-fortuna-hotel","(506) 2479-9197","info@lafortunahotel.com","https://lafortunahotel.com","La Fortuna 100 sur gasolinera La Fortuna 21007 San Carlos","ok","",""
"Hotel Las Tablitas","https://es.visitcostarica.com/planning-your-trip/hotels/las-tablitas-hotel","(506) 2478-0411","hotelyrestaurantelastablitas@gmail.com","","Monterrey 50 mts este del Salón Comunal 21012 San Carlos","ok","",""
"Hotel D'Galah","https://es.visitcostarica.com/planning-your-trip/hotels/dgalah-hotel","(506) 2280-8092","dgalah@racsa.co.cr","","San Pedro Costado norte de la Universidad de Costa Rica, frente a la Facultad de Farmacia, San Pedro, San José 11501 Montes de Oca","ok","",""
"Hotel Dulce Hogar (Posada del Viajero)","https://es.visitcostarica.com/planning-your-trip/hotels/dulce-hogar-travelers-inn-hotel","(506) 2239-2633","mike@adventure-inn.com","https://adventure-inn.com","San Antonio CONTIGUO A LOS ARCOS, CIUDAD CARIARI. 40701 Belén","ok","","62239263"
"Merlyn Hotel & Suites","https://es.visitcostarica.com/planning-your-trip/hotels/merlyn-hotel-suites","(506) 4030 3209","info@suitesmerlyn.com","https://suitesmerlyn.com","200 metros al este de Cinco Esquinas de San Juan de Santa Bárbara de Heredia Santa Bárbara","ok","",""
"Hotel Le Bergerac","https://es.visitcostarica.com/planning-your-trip/hotels/le-bergerac-hotel","(506) 2234-7850","RESERVATIONS@BERGERACHOTEL.COM","https://bergerachotel.com","San Pedro Calle 35 Los Yoses. Entre avenida central y avenida 8 11501 Montes de Oca","ok","",""
"Hotel Isla Verde","https://es.visitcostarica.com/planning-your-trip/hotels/isla-verde-hotel","(506) 2232-5327","info@hotelislaverde.com","https://hotelislaverdecostarica.com","Pavas dos cuadras al oeste de la Embajada de los Estados Unidos de América en la carretera a Pavas. 10109 San José","ok","",""
"Albergue Luna Azul","https://es.visitcostarica.com/planning-your-trip/hotels/luna-azul-albergue","(506) 2682-1400","info@hotellunaazul.com","https://hotellunaazul.com","Nosara San Juanillo de Ostional 50206 Nicoya","ok","50688210075","88210075"
"Hotel Sugar Beach","https://es.visitcostarica.com/planning-your-trip/hotels/sugar-beach-hotel","(506) 2654-4242","reservations@sugar-beach.com","https://sugar-beach.com","Tempate 3 kms Playa Potrero, Santa Cruz, Playa Pan de Azucar. 50304 Santa Cruz","ok","",""
"Hotel Riu","https://es.visitcostarica.com/planning-your-trip/hotels/riu-hotel","(506) 2681-2650","reservas@riu.com","https://riu.com","Sardinal Playa Matapalo 50503 Carrillo","ok","",""
"Villa Huetares","https://es.visitcostarica.com/planning-your-trip/hotels/villa-huetares","(506) 2672-0052","reservaciones@huetarescr.com","https://huetarescr.com","Sardinal PLAYA HERMOSA, GUANACASTE. 50503 Carrillo","ok","",""
"Hacienda La Clandestina","https://es.visitcostarica.com/planning-your-trip/hotels/hacienda-la-clandestina","8305-0023","osaclandestina@gmail.com","https://osaclandestina.com","18 kilómetros sur de Bomba Osa de Puerto Jiménez playa Pan Dulce. Puerto Jiménez","ok","",""
"Thunderbird Resort","https://es.visitcostarica.com/planning-your-trip/hotels/thunderbird-resort","(506) 2770-6230","ana.mora@tbrcr.com","https://tbcr.com","San Isidro del General 50 mts sur del ICE, San Isidro del General 11901 Pérez Zeledón","ok","",""
"Hotel Samsara","https://es.visitcostarica.com/planning-your-trip/hotels/samsara-hotel","(+506) 2743-8081","samsaraUvita@gmail.com","https://SamsaraUvita.com","Costado Sur, 100m sur de la ferretería el Colono Uvita","ok","",""
"Cala Pirata","https://es.visitcostarica.com/planning-your-trip/hotels/pirate-cove","8995-0174","info@piratecovecostarica.com","https://piratecovecostarica.com","Junto a Desembocadura del Río Drake Bahía Ballena","ok","","62234615"
"Complejo Turístico Costa Brava","https://es.visitcostarica.com/planning-your-trip/hotels/complejo-turistico-costa-brava","(506) 2777-1097","complejocostabrava@gmail.com","","Quepos Paquita, Quepos 60601 Aguirre","ok","",""
"Cocomar Residences & Beachfront Hotel","https://es.visitcostarica.com/planning-your-trip/hotels/cocomar-residences-beachfront-hotel","(506) 2779-9772","info@cocomarhotel.com","https://cocomarhotel.com","Parrita Playa Palo Seco, 50 metros de la Escuela Pública 60901 Parrita","ok","",""
"Hotel Club del Mar","https://es.visitcostarica.com/planning-your-trip/hotels/club-del-mar-hotel","(506) 2643-3194","hotelclubdelmar@racsa.co.cr","https://clubdelmarcostarica.com","Jacó Jaco, Garabito 61101 Garabito","ok","",""
"Hotel Alma del Pacífico","https://es.visitcostarica.com/planning-your-trip/hotels/alma-del-pacifico-hotel","(506) 2778-7070","reservationsalmadelpacifico@gmail.com","https://almadelpacificohotel.com","Parrita Frente al antiguo aeródromo, Esterillos este 60901 Parrita","ok","","64703712"
"Makanda junto al mar","https://es.visitcostarica.com/planning-your-trip/hotels/makanda-sea","(506) 2777-04-42","info@makanda.com","https://makanda.com","1 km del Centro Comercial Plaza Vista, Ml. Antonio 60601 Quepos","ok","","64010433"
"Hotel Tramonto","https://es.visitcostarica.com/planning-your-trip/hotels/tramonto-hotel","(506) 2643-0303","reservations@hoteltramonto.com","https://hoteltramonto.com","Jacó Playa Hermosa, 300 mts noroeste de los Bungalows 61101 Garabito","ok","",""
"Hotel The Falls","https://es.visitcostarica.com/planning-your-trip/hotels/falls-hotel","(506) 2777-1332","info@fallsresortcr.com","https://fallsresortcr.com","Quepos 50 m sur hotel si como no carretera a Manuel Antonio 60601 Aguirre","ok","50687676011",""
"Hotel Paraíso Carlisa","https://es.visitcostarica.com/planning-your-trip/hotels/paraiso-carlisa-hotel","(506) 2778-1320","reservas@hotelparaisocarlisa.com","","Parrita 16 Km al norte de Finca Las Palmas, Parrita 60901 Parrita","ok","",""
"Hotel Pacific Paradise","https://es.visitcostarica.com/planning-your-trip/hotels/pacific-paradise-hotel","(506) 2777-3445","info@laylaresort.com","https://pacificparadiseresort.com","Quepos 2 km. del aeropuerto, Quepos 60601 Aguirre","ok","",""
"Hotel Mono Azul","https://es.visitcostarica.com/planning-your-trip/hotels/mono-azul-hotel","+506 2777-2572","info@hotelmonoazul.com","https://hotelmonoazul.com","1 km Carretera a Manuel Antonio Quepos","ok","",""
"Villas San Fernando","https://es.visitcostarica.com/planning-your-trip/hotels/villas-san-fernando","+506 2787-00-24","sanfernandovillas@gmail.com","","Hatillo, contiguo al Restaurante Ticanero, Quepos Quepos","ok","",""
"Complejo turístico Tulemar","https://es.visitcostarica.com/planning-your-trip/hotels/tulemar-bungalows","(506) 2777-0580","reservations@tulemarresort.com","https://tulemarresort.com","Quepos Carretera a Manuel Antonio, kilómetro 4 60601 Aguirre","ok","","80051808"
"Albergue Namuwoki","https://es.visitcostarica.com/planning-your-trip/hotels/namuwoki-lodge","+506 2750-02-78","namuwoki@namuwoki.com","https://namuwoki.com","Limón, Talamanca, Cahuita, Playa Chiquita de Puerto Viejo 150 metros Oeste del Supermercado Duende Gourmet.","ok","",""
"O'Pacífico Hotel Boutique","https://es.visitcostarica.com/planning-your-trip/hotels/opacifico-hotel-boutique","8492-6999","info@opacifico.com","https://opacifico.com","200 norte y 100 oeste del Atracadero del Ferry de Playa de Playa Naranjo","ok","",""
"Pensión Playa Negra","https://es.visitcostarica.com/planning-your-trip/hotels/playa-negra-guesthouse","+506 85-56-28-70","playanegraguesthouse@gmail.com","https://playanegra.cr","Limon, Talamanca, Cahuita, 100 metros Norte de la plaza de futbol de Playa Negra.","ok","",""
"Albergue de la Paz en La Paz Waterfall Gardens","https://es.visitcostarica.com/planning-your-trip/hotels/peace-lodge-la-paz-waterfall-gardens","(506) 2482-2720","reservations@waterfallgardens.com","https://waterfallgardens.com","Vara Blanca, Heredia (ruta 126). 1 km antes de la Catarata La Paz, carretera a Puerto Vieja 41001 Sarapiquí","ok","","62482210"
"Albergue Paraíso Orocay","https://es.visitcostarica.com/planning-your-trip/hotels/paraiso-orocay-lodge","+506 2574-2031","paraisoorocaylodge@gmail.com","https://orocaylodge.com","Paraíso Cartago, Paraíso, 500 metros sureste de Complejo Picaccio 30201 Paraíso","ok","","88822234"
"Posada Palm House","https://es.visitcostarica.com/planning-your-trip/hotels/palm-house-inn","(506) 2223-9063","manager@thepalmhouseinn.com","","Catedral Calle 13, Avenida 2 y 6 10104 San José","ok","",""
"Hotel Milvia","https://es.visitcostarica.com/planning-your-trip/hotels/milvia-hotel","(506) 2225-4543","hotelmilvia@racsa.co.cr","https://hotelmilvia.com","San Rafael De la Ferretería Lourdes 200 M al este 11504 Montes de Oca","ok","",""
"Hotel Robledal","https://es.visitcostarica.com/planning-your-trip/hotels/robledal-hotel","(506) 2438-3937","info@hotelrobledal.com","https://hotelrobledal.com","Alajuela 400 oeste Iglesia Catolica El Roble de Alajuela 20101 Alajuela","ok","","62438393"
"Albergue Valle Verde Confort Spa","https://es.visitcostarica.com/planning-your-trip/hotels/valle-verde-confort-spa-albergue","(506) 2-5411616","info@valleverdespa.com","https://valleverdespa.com","Santa María 200 este de la Plaza de Deportes 11701 Dota","ok","",""
"Hotel Boutique Terraza de Golf","https://es.visitcostarica.com/planning-your-trip/hotels/terraza-de-golf-boutique-hotel","(506) 2239-1303","info@terrazasdegolf.com","https://terrazasdegolf.com/es/index.php","San Antonio Ciudad Cariari, 100 sur y 125 oeste del Hotel Herradura 40701 Belén","ok","",""
"Hotel Talamanca","https://es.visitcostarica.com/planning-your-trip/hotels/talamanca-hotel","(506) 2233-5033","reservas@hoteltalamancacr.com","https://hoteltalamancacr.com/","Carmen AVENIDA 2, CALLES 8 Y 10 10101 San José","ok","",""
"Albergue de Deportistas","https://es.visitcostarica.com/planning-your-trip/hotels/sportsmens-lodge","(506) 2221-2533","info@sportsmenscr.com","https://sportsmenscr.com","Carmen Barrio Otoya, 200 oeste y 25 sur de la rampa de emergencias Hospital Calderón Guardia 10101 San José","ok","","80029127"
"Albergue Vista Turrialba","https://es.visitcostarica.com/planning-your-trip/hotels/vista-turrialba-lodge","(+506) 8768-2432","luiscarviquez@gmail.com","https://visitaturrialbalodge.com","50 Norte y 600 Noreste de Cruce San Antonio de Santa Cruz Turrialba","ok","",""
"Hotel Vista del Valle","https://es.visitcostarica.com/planning-your-trip/hotels/vista-del-valle-hotel","(506) 2451-1165","frontdesk@vistadelvalle.com","https://vistadelvalle.com","Calle Naranjo El Indio, Rosario de Naranjo 20601 Naranjo","ok","",""
"Blue Morpho Lodge","https://es.visitcostarica.com/blue-morpho-lodge","87536157","info@bluemorpholodgecr.com","https://bluemorpholodgecr.com/","Alajuela, Sarchí, Toro Amarillo, otras indicaciones: a 100 metros al norte de la Plaza de Deportes.","ok","",""
"Hacienda Casa del Viento","https://es.visitcostarica.com/planning-your-trip/hotels/casa-del-viento","6179-1278","info@casadelvientocr.com","https://www.instagram.com/hacienda_casa_del_viento_cr/","Guanacaste, La Cruz, Cuajiniquil, 300 metros al oeste del Liceo de Cuajiniquil.","ok","",""
"Hotel Naralit","https://es.visitcostarica.com/naralit-hotel","(506) 2695 5393","info.hotelnaralit@gmail.com","","Guanacaste, Tilarán, Tilarán. Costado sur de la Catedral.","ok","",""
"Cariblue Beach and Jungle Resort","https://es.visitcostarica.com/planning-your-trip/hotels/cariblue-beach-and-jungle-resort","(506) 4070-1514","reservations@cariblue.com","https://cariblue.com","Limón Playa Cocles, 1.5 Km al sur 70101 Limón","ok","","62750003"
"Hotel Almendros y Corales","https://es.visitcostarica.com/planning-your-trip/hotels/almendros-y-corales-hotel","(506) 2271-3000","info@almondsandcorals.com","https://almondsandcorals.com","Cahuita 2km antes de Manzanillo. 14 km sur de Puerto Viejo de Limón 70403 Talamanca","ok","",""
"Hotel Acon","https://es.visitcostarica.com/planning-your-trip/hotels/acon-hotel","(506) 2758-1010","hotel_acon2010@hotmail.com","","Limón Avenida 3, Calle 3 100 M este del Mercado Central 70101 Limón","ok","",""
"Albergue Suizo Loco","https://es.visitcostarica.com/planning-your-trip/hotels/suizo-loco-lodge","(+506) 2755-0349","info@suizolocolodge.com","https://suizolocolodge.com","entrada a Plaza Víquez, Primer entrada a mano izquierda Cahuita Talamanca","ok","",""
"Quintas de la Región","https://es.visitcostarica.com/planning-your-trip/hotels/quintas-de-la-region","(506)2224-5961","criselda68@hotmail.com","","Guápiles SARAPIQUI, JUNTO AL RIO SANTA CLARA, PUEBLO LOS DIAMANTES 70201 Pococí","ok","",""
"Hotel Los Almendros","https://es.visitcostarica.com/planning-your-trip/hotels/los-almendros-hotel","+506 2750-0235","randy1918@gmail.com","https://cabinaslosalmendros.com","Costa Rica. Detrás de la panadería Pan Pay. Puerto Viejo","ok","",""
"Hotel Blue River Resort & Hot Springs","https://es.visitcostarica.com/planning-your-trip/hotels/blue-river-resort-hot-springs-hotel","(506) 2206-5000","reservations@BlueRiverCR.com","https://blueriverresort.com","Dos Ríos 600 mts oeste del Mariposario, Gavilán 21306 Upala","ok","",""
"Albergue Ara Ambigua","https://es.visitcostarica.com/planning-your-trip/hotels/ara-ambigua-lodge","(506) 2766-7101","info@hotelaraambigua.com","https://hotelaraambigua.com","Puerto Viejo 400 norte del Cementerio La Guaria 41001 Sarapiquí","ok","","62766710"
"Finca Luna Nueva Lodge","https://es.visitcostarica.com/planning-your-trip/hotels/finca-luna-nueva-lodge","(506) 8808-2110","info@fincalunanuevalodge.com","https://fincalunanuevalodge.com","2.5 Km Oeste de la Casa de Máquinas del ICE, San Isidro de Peñas Blancas, San Ramón, Alajuela.","ok","",""
"El Tucano Resort & Spa","https://es.visitcostarica.com/planning-your-trip/hotels/el-tucano-resort-spa","(506) 2460-6000","reservaciones@eltucanoresort.com","https://eltucanoresort.com","Aguas Zarcas 7 km al este del parque Central en Ciudad Quesada, a pocos minutos del Volcán Arenal 21004 San Carlos","ok","",""
"Albergue de montaña Celeste","https://es.visitcostarica.com/planning-your-trip/hotels/celeste-mountain-lodge","(506) 2278-6628","info@celestemountainlodge.com","https://celestemountainlodge.com","Bijagua Del Acerradero 3.5 km este 21304 Upala","ok","",""
